,FileName,CustomerID,InvoiceID,Rating,Stars,Mstars
6864,review06864.dat,8599,S19763200205,1/5,1,5
6865,review06865.dat,7170,S21140300008,5/5,5,5
6866,review06866.dat,1672,S04347000104,4/5,4,5
6867,review06867.dat,9367,S08412200109,4/5,4,5
6868,review06868.dat,5507,S13400000051,1/5,1,5
6869,review06869.dat,4404,S04662200031,5/5,5,5
6870,review06870.dat,6672,S17722000078,5/5,5,5
6871,review06871.dat,1986,S15576000025,4/5,4,5
6872,review06872.dat,8334,INV-04190400056,4/5,4,5
6873,review06873.dat,6650,S13032200006,3/5,3,5
6874,review06874.dat,5964,S16237300064,2/5,2,5
6875,review06875.dat,7115,S06790300002,1/5,1,5
6876,review06876.dat,4535,S22850100061,1/5,1,5
6877,review06877.dat,1792,S20524200235,1/5,1,5
6878,review06878.dat,6987,S25763900006,3/5,3,5
6879,review06879.dat,9865,S13906400059,1/5,1,5
6880,review06880.dat,8356,INV-07491200067,3/5,3,5
6881,review06881.dat,1480,S09215500044,4/5,4,5
6882,review06882.dat,1226,INV-09366000013,1/5,1,5
6883,review06883.dat,5964,S31372700044,1/5,1,5
6884,review06884.dat,3279,INV-02011800100,4/5,4,5
6885,review06885.dat,2848,S30844900023,4/5,4,5
6886,review06886.dat,2454,INV-07365600004,4/5,4,5
6887,review06887.dat,3114,INV-01713000006,4/5,4,5
6888,review06888.dat,3891,S10968100015,2/5,2,5
6889,review06889.dat,5527,S24124000237,5/5,5,5
6890,review06890.dat,4753,INV-02092500025,5/5,5,5
6891,review06891.dat,2702,S07803500057,4/5,4,5
6892,review06892.dat,2146,S22071300089,3/5,3,5
6893,review06893.dat,5276,S31118000030,1/5,1,5
6894,review06894.dat,6201,S12662000037,3/5,3,5
6895,review06895.dat,9375,INV-02797100110,1/5,1,5
6896,review06896.dat,7361,INV-05922100024,5/5,5,5
6897,review06897.dat,9670,S33718400052,4/5,4,5
6898,review06898.dat,2865,S21435300002,2/5,2,5
6899,review06899.dat,4989,INV-05655300048,3/5,3,5
6900,review06900.dat,6264,S04308000282,1/5,1,5
6901,review06901.dat,4068,INV-05250700021,1/5,1,5
6902,review06902.dat,1576,S10566300019,5/5,5,5
6903,review06903.dat,3691,S13041300020,5/5,5,5
6904,review06904.dat,3408,S29900500018,5/5,5,5
6905,review06905.dat,5675,INV-07084500024,5/5,5,5
6906,review06906.dat,2140,S13190300142,2/5,2,5
6907,review06907.dat,6312,S33852200028,3/5,3,5
6908,review06908.dat,9172,INV-07577000004,4/5,4,5
6909,review06909.dat,1267,S16595200074,3/5,3,5
6910,review06910.dat,5200,S14189500073,4/5,4,5
6911,review06911.dat,3521,INV-01570300025,1/5,1,5
6912,review06912.dat,4197,S13270800008,4/5,4,5
6913,review06913.dat,7140,S24365800045,2/5,2,5
6914,review06914.dat,9173,S06950500107,4/5,4,5
6915,review06915.dat,7868,S22729700211,1/5,1,5
6916,review06916.dat,6219,S27231900009,2/5,2,5
6917,review06917.dat,6230,S20999700007,5/5,5,5
6918,review06918.dat,8079,S25044100010,2/5,2,5
6919,review06919.dat,5837,S32425900109,1/5,1,5
6920,review06920.dat,8621,INV-05523000076,5/5,5,5
6921,review06921.dat,3891,S10716200012,1/5,1,5
6922,review06922.dat,2409,S21188200027,4/5,4,5
6923,review06923.dat,1589,S06568000012,2/5,2,5
6924,review06924.dat,7278,S13947200058,2/5,2,5
6925,review06925.dat,2727,S32135200089,5/5,5,5
6926,review06926.dat,6840,S11871700002,4/5,4,5
6927,review06927.dat,7042,S08968600019,1/5,1,5
6928,review06928.dat,7536,S13531600143,1/5,1,5
6929,review06929.dat,6626,S20512000175,5/5,5,5
6930,review06930.dat,6707,INV-02233800023,4/5,4,5
6931,review06931.dat,5598,S32138700009,4/5,4,5
6932,review06932.dat,3430,S15433700101,5/5,5,5
6933,review06933.dat,7095,S20793600051,5/5,5,5
6934,review06934.dat,1728,S13788900006,5/5,5,5
6935,review06935.dat,8602,S33294700014,2/5,2,5
6936,review06936.dat,7961,S06747000147,5/5,5,5
6937,review06937.dat,1737,INV-07910900102,2/5,2,5
6938,review06938.dat,2052,INV-00741300196,4/5,4,5
6939,review06939.dat,9074,S32388200047,3/5,3,5
6940,review06940.dat,8382,S03541900091,3/5,3,5
6941,review06941.dat,9431,INV-00908400019,2/5,2,5
6942,review06942.dat,7343,S32267400029,2/5,2,5
6943,review06943.dat,7697,S31889500010,1/5,1,5
6944,review06944.dat,4485,S08424500050,3/5,3,5
6945,review06945.dat,7995,S07846600016,1/5,1,5
6946,review06946.dat,1244,S06409200027,1/5,1,5
6947,review06947.dat,3093,S07065500051,3/5,3,5
6948,review06948.dat,8445,INV-01349100012,2/5,2,5
6949,review06949.dat,3969,INV-09060600140,1/5,1,5
6950,review06950.dat,1239,S20137600027,3/5,3,5
6951,review06951.dat,4855,S29328800011,5/5,5,5
6952,review06952.dat,8774,S21786000031,3/5,3,5
6953,review06953.dat,4657,S13534900024,4/5,4,5
6954,review06954.dat,6758,S06191500042,4/5,4,5
6955,review06955.dat,8397,S18204800009,4/5,4,5
6956,review06956.dat,4045,INV-04854300001,5/5,5,5
6957,review06957.dat,7578,S23117200060,4/5,4,5
6958,review06958.dat,4560,S08932200041,3/5,3,5
6959,review06959.dat,3087,S09557900156,3/5,3,5
6960,review06960.dat,5813,S11932600109,2/5,2,5
6961,review06961.dat,5573,INV-04666700033,3/5,3,5
6962,review06962.dat,2358,S24482700187,3/5,3,5
6963,review06963.dat,4612,S26531200017,3/5,3,5
6964,review06964.dat,6903,S12486400097,1/5,1,5
6965,review06965.dat,1545,S32549200098,1/5,1,5
6966,review06966.dat,8106,INV-05251600008,5/5,5,5
6967,review06967.dat,5001,S28075300041,3/5,3,5
6968,review06968.dat,7513,INV-02164700122,3/5,3,5
6969,review06969.dat,6051,INV-02168800134,1/5,1,5
6970,review06970.dat,9125,S16955900040,4/5,4,5
6971,review06971.dat,7274,S33456400001,2/5,2,5
6972,review06972.dat,4503,S33128100102,4/5,4,5
6973,review06973.dat,2134,S26427300139,2/5,2,5
6974,review06974.dat,2653,S17356000017,4/5,4,5
6975,review06975.dat,6462,S28069400028,5/5,5,5
6976,review06976.dat,2418,S28593100009,4/5,4,5
6977,review06977.dat,4503,INV-08395500011,4/5,4,5
6978,review06978.dat,3189,S16856100002,4/5,4,5
6979,review06979.dat,8746,S23118900055,5/5,5,5
6980,review06980.dat,8671,S18044400010,2/5,2,5
6981,review06981.dat,9094,S14634200088,4/5,4,5
6982,review06982.dat,6619,S29963200076,1/5,1,5
6983,review06983.dat,8458,INV-03405400004,5/5,5,5
6984,review06984.dat,1200,INV-03818100021,5/5,5,5
6985,review06985.dat,3710,INV-06190700011,2/5,2,5
6986,review06986.dat,2904,S32889100142,2/5,2,5
6987,review06987.dat,5806,INV-04591900021,1/5,1,5
6988,review06988.dat,6483,S08293000010,5/5,5,5
6989,review06989.dat,8916,S05629300019,1/5,1,5
6990,review06990.dat,1830,INV-08100100001,5/5,5,5
6991,review06991.dat,8041,S18580300061,2/5,2,5
6992,review06992.dat,3161,INV-02024600108,5/5,5,5
6993,review06993.dat,8671,S15120700034,4/5,4,5
6994,review06994.dat,5422,S32112000087,3/5,3,5
6995,review06995.dat,6247,INV-01348000001,5/5,5,5
6996,review06996.dat,4887,S19211900108,4/5,4,5
6997,review06997.dat,3560,INV-00581000081,5/5,5,5
6998,review06998.dat,8742,INV-04462300047,5/5,5,5
6999,review06999.dat,8950,S31312700060,5/5,5,5
7000,review07000.dat,2706,INV-08820600001,4/5,4,5
7001,review07001.dat,4095,S06551000019,1/5,1,5
7002,review07002.dat,5203,INV-08105700040,3/5,3,5
7003,review07003.dat,4010,INV-02982000022,1/5,1,5
7004,review07004.dat,1656,S29408700034,4/5,4,5
7005,review07005.dat,8511,INV-07228400039,3/5,3,5
7006,review07006.dat,9170,S20632600080,5/5,5,5
7007,review07007.dat,1113,S19615100022,1/5,1,5
7008,review07008.dat,7355,S26643800004,5/5,5,5
7009,review07009.dat,2553,INV-03159500102,2/5,2,5
7010,review07010.dat,4440,S04238900029,4/5,4,5
7011,review07011.dat,2357,S23643300003,2/5,2,5
7012,review07012.dat,4791,S03417000017,1/5,1,5
7013,review07013.dat,4879,INV-05320500048,4/5,4,5
7014,review07014.dat,8746,S32790000033,4/5,4,5
7015,review07015.dat,6043,INV-07914800022,5/5,5,5
7016,review07016.dat,5087,INV-00185200125,1/5,1,5
7017,review07017.dat,4332,S11176100105,3/5,3,5
7018,review07018.dat,7107,S06229900059,4/5,4,5
7019,review07019.dat,6970,S30175600029,5/5,5,5
7020,review07020.dat,9493,INV-06992200018,3/5,3,5
7021,review07021.dat,6664,S16590300021,4/5,4,5
7022,review07022.dat,1270,S22373600008,3/5,3,5
7023,review07023.dat,9181,INV-09493100015,1/5,1,5
7024,review07024.dat,9941,S10690100130,4/5,4,5
7025,review07025.dat,1055,S05603000006,5/5,5,5
7026,review07026.dat,8687,S09226200106,5/5,5,5
7027,review07027.dat,7264,INV-08906600124,3/5,3,5
7028,review07028.dat,4113,S06113900024,3/5,3,5
7029,review07029.dat,4519,S23127500197,1/5,1,5
7030,review07030.dat,1686,S08185500024,2/5,2,5
7031,review07031.dat,9089,INV-03302700027,2/5,2,5
7032,review07032.dat,7891,S16974500111,3/5,3,5
7033,review07033.dat,7092,INV-02450000148,4/5,4,5
7034,review07034.dat,5489,S33257300045,3/5,3,5
7035,review07035.dat,4248,INV-06308000082,2/5,2,5
7036,review07036.dat,6702,S31186600142,2/5,2,5
7037,review07037.dat,7015,S10737700049,3/5,3,5
7038,review07038.dat,6682,INV-07910900073,4/5,4,5
7039,review07039.dat,6637,S18582300002,1/5,1,5
7040,review07040.dat,9148,INV-03937000003,1/5,1,5
7041,review07041.dat,8334,INV-00844200021,5/5,5,5
7042,review07042.dat,5946,S31991900031,5/5,5,5
7043,review07043.dat,9973,S08185500028,4/5,4,5
7044,review07044.dat,8436,S20884900018,4/5,4,5
7045,review07045.dat,4315,S23763600030,1/5,1,5
7046,review07046.dat,4674,S30174300033,2/5,2,5
7047,review07047.dat,7378,S27955600093,2/5,2,5
7048,review07048.dat,5630,S32378300020,4/5,4,5
7049,review07049.dat,3161,S31021700045,3/5,3,5
7050,review07050.dat,7123,S19754100002,2/5,2,5
7051,review07051.dat,5307,S13672400030,4/5,4,5
7052,review07052.dat,9862,S26507100119,2/5,2,5
7053,review07053.dat,7107,S28109400078,1/5,1,5
7054,review07054.dat,1036,S06311400022,4/5,4,5
7055,review07055.dat,4026,S11717100006,5/5,5,5
7056,review07056.dat,3691,S06868400406,5/5,5,5
7057,review07057.dat,7404,INV-08910400205,1/5,1,5
7058,review07058.dat,2419,INV-04328500080,5/5,5,5
7059,review07059.dat,9208,S12523900024,5/5,5,5
7060,review07060.dat,2077,S22129700022,2/5,2,5
7061,review07061.dat,5454,INV-05530800138,3/5,3,5
7062,review07062.dat,8496,S08154600059,3/5,3,5
7063,review07063.dat,7035,INV-04602700022,4/5,4,5
7064,review07064.dat,2146,S18703000051,4/5,4,5
7065,review07065.dat,4065,S10486200008,1/5,1,5
7066,review07066.dat,8196,S15028300039,3/5,3,5
7067,review07067.dat,1540,S15931100033,5/5,5,5
7068,review07068.dat,8366,S05028900105,3/5,3,5
7069,review07069.dat,2016,INV-08250000019,4/5,4,5
7070,review07070.dat,3427,S33034700015,4/5,4,5
7071,review07071.dat,2704,S06569500003,4/5,4,5
7072,review07072.dat,3950,S33156500012,5/5,5,5
7073,review07073.dat,6139,S31648500109,5/5,5,5
7074,review07074.dat,5702,S22472800024,4/5,4,5
7075,review07075.dat,4462,INV-07494100087,1/5,1,5
7076,review07076.dat,2202,S20384900123,4/5,4,5
7077,review07077.dat,4479,S33361500003,2/5,2,5
7078,review07078.dat,7266,S33168500016,4/5,4,5
7079,review07079.dat,3342,S14046600197,2/5,2,5
7080,review07080.dat,1102,INV-04322900022,3/5,3,5
7081,review07081.dat,3302,S33506500091,3/5,3,5
7082,review07082.dat,7681,INV-02916100134,5/5,5,5
7083,review07083.dat,6074,INV-06042900005,3/5,3,5
7084,review07084.dat,5564,INV-04735700020,1/5,1,5
7085,review07085.dat,1764,S17351200006,2/5,2,5
7086,review07086.dat,1615,S25757200029,4/5,4,5
7087,review07087.dat,9326,S18956300003,5/5,5,5
7088,review07088.dat,5655,INV-08105700092,2/5,2,5
7089,review07089.dat,6136,INV-00181700073,2/5,2,5
7090,review07090.dat,5234,S33120000007,1/5,1,5
7091,review07091.dat,8515,S19300300049,4/5,4,5
7092,review07092.dat,8574,INV-07165500003,2/5,2,5
7093,review07093.dat,8080,INV-02450700088,1/5,1,5
7094,review07094.dat,9159,S22088400146,1/5,1,5
7095,review07095.dat,2484,S18338700034,3/5,3,5
7096,review07096.dat,7406,INV-01775300019,4/5,4,5
7097,review07097.dat,4910,INV-05246300080,1/5,1,5
7098,review07098.dat,3819,S33625700005,1/5,1,5
7099,review07099.dat,3010,S11996400034,4/5,4,5
7100,review07100.dat,2614,S15702100004,2/5,2,5
7101,review07101.dat,6733,S22513100042,2/5,2,5
7102,review07102.dat,8090,S32995400080,2/5,2,5
7103,review07103.dat,1832,S12538800003,2/5,2,5
7104,review07104.dat,9031,INV-00453400083,5/5,5,5
7105,review07105.dat,2926,INV-04065300091,2/5,2,5
7106,review07106.dat,8540,S17962600006,3/5,3,5
7107,review07107.dat,4248,S11813100166,2/5,2,5
7108,review07108.dat,6561,S30486600065,1/5,1,5
7109,review07109.dat,4095,S18090700004,3/5,3,5
7110,review07110.dat,2667,S27548100049,5/5,5,5
7111,review07111.dat,8091,S19929000061,1/5,1,5
7112,review07112.dat,4077,S04572200012,4/5,4,5
7113,review07113.dat,7464,S23853700001,1/5,1,5
7114,review07114.dat,6114,S31135600004,4/5,4,5
7115,review07115.dat,4869,S18042600002,5/5,5,5
7116,review07116.dat,8204,INV-02924600011,2/5,2,5
7117,review07117.dat,7225,INV-06443000205,3/5,3,5
7118,review07118.dat,9633,S10130900012,4/5,4,5
7119,review07119.dat,4907,INV-03403900001,3/5,3,5
7120,review07120.dat,5404,S18024600013,1/5,1,5
7121,review07121.dat,2700,S30274800007,3/5,3,5
7122,review07122.dat,2437,S17740400199,4/5,4,5
7123,review07123.dat,4693,S04072500034,3/5,3,5
7124,review07124.dat,3065,INV-04462500080,2/5,2,5
7125,review07125.dat,2436,S10572200165,2/5,2,5
7126,review07126.dat,1091,INV-04267000050,4/5,4,5
7127,review07127.dat,9935,S03542400011,2/5,2,5
7128,review07128.dat,3474,S18455800053,3/5,3,5
7129,review07129.dat,5010,S29543600227,2/5,2,5
7130,review07130.dat,8192,S30946300007,1/5,1,5
7131,review07131.dat,7854,S31273000032,2/5,2,5
7132,review07132.dat,6080,INV-02663200095,1/5,1,5
7133,review07133.dat,7595,INV-08552300243,4/5,4,5
7134,review07134.dat,5458,S04798500083,1/5,1,5
7135,review07135.dat,9935,S27324100113,2/5,2,5
7136,review07136.dat,5737,S22626600116,1/5,1,5
7137,review07137.dat,6285,S27204600020,5/5,5,5
7138,review07138.dat,8702,S03725300244,4/5,4,5
7139,review07139.dat,8686,S13044700016,2/5,2,5
7140,review07140.dat,5136,INV-06188200069,3/5,3,5
7141,review07141.dat,4224,S27396600051,5/5,5,5
7142,review07142.dat,3331,S24033000001,1/5,1,5
7143,review07143.dat,1250,INV-01497100017,4/5,4,5
7144,review07144.dat,2013,S12172800064,5/5,5,5
7145,review07145.dat,5804,S29304100002,1/5,1,5
7146,review07146.dat,6497,S24024500100,1/5,1,5
7147,review07147.dat,3916,S09560300135,4/5,4,5
7148,review07148.dat,5737,S04579100034,5/5,5,5
7149,review07149.dat,1053,S20189500002,5/5,5,5
7150,review07150.dat,5358,S05252200050,1/5,1,5
7151,review07151.dat,3446,S16218600153,3/5,3,5
7152,review07152.dat,9466,S04692800008,4/5,4,5
7153,review07153.dat,6782,INV-04724200017,2/5,2,5
7154,review07154.dat,8091,S21140000042,1/5,1,5
7155,review07155.dat,2620,INV-00463400017,3/5,3,5
7156,review07156.dat,5286,S12437500034,1/5,1,5
7157,review07157.dat,9262,S09504700132,5/5,5,5
7158,review07158.dat,9517,S05743100008,1/5,1,5
7159,review07159.dat,1824,S23040900020,4/5,4,5
7160,review07160.dat,1415,S08194400002,1/5,1,5
7161,review07161.dat,2058,S21067400009,1/5,1,5
7162,review07162.dat,8912,S33480200014,4/5,4,5
7163,review07163.dat,5871,S15311200014,1/5,1,5
7164,review07164.dat,1793,S31211000006,4/5,4,5
7165,review07165.dat,1400,INV-06307800014,1/5,1,5
7166,review07166.dat,2916,S21140000101,3/5,3,5
7167,review07167.dat,1170,INV-06438900098,4/5,4,5
7168,review07168.dat,6400,S33203100009,5/5,5,5
7169,review07169.dat,8503,S17857800025,5/5,5,5
7170,review07170.dat,9322,S21527000149,4/5,4,5
7171,review07171.dat,4554,S18064100032,4/5,4,5
7172,review07172.dat,1911,S27152800098,1/5,1,5
7173,review07173.dat,8398,S20712200003,3/5,3,5
7174,review07174.dat,1611,INV-05392900137,2/5,2,5
7175,review07175.dat,8324,S04348100014,5/5,5,5
7176,review07176.dat,5853,INV-00253600005,2/5,2,5
7177,review07177.dat,1478,S25682100002,3/5,3,5
7178,review07178.dat,5362,S09397100123,5/5,5,5
7179,review07179.dat,3640,S10311000310,2/5,2,5
7180,review07180.dat,8535,S30412100005,4/5,4,5
7181,review07181.dat,3965,S25629000132,4/5,4,5
7182,review07182.dat,7900,S09557900053,2/5,2,5
7183,review07183.dat,6725,S30472200022,5/5,5,5
7184,review07184.dat,1799,INV-00745700043,1/5,1,5
7185,review07185.dat,3313,S30027900003,4/5,4,5
7186,review07186.dat,4113,S04801400031,4/5,4,5
7187,review07187.dat,2681,S06286700037,5/5,5,5
7188,review07188.dat,9571,INV-00083100001,1/5,1,5
7189,review07189.dat,8341,S13428200017,2/5,2,5
7190,review07190.dat,6459,S11244400057,4/5,4,5
7191,review07191.dat,2829,S05588200032,2/5,2,5
7192,review07192.dat,5585,S06786000049,2/5,2,5
7193,review07193.dat,4465,S11310600024,2/5,2,5
7194,review07194.dat,2464,S31146300020,4/5,4,5
7195,review07195.dat,5716,S23842600069,4/5,4,5
7196,review07196.dat,3949,S08254100001,4/5,4,5
7197,review07197.dat,2998,S05465600043,4/5,4,5
7198,review07198.dat,9714,S33622700037,4/5,4,5
7199,review07199.dat,3242,S32810100039,3/5,3,5
7200,review07200.dat,3722,S11486100015,5/5,5,5
7201,review07201.dat,5101,S11403500017,4/5,4,5
7202,review07202.dat,3554,INV-06050400017,1/5,1,5
7203,review07203.dat,9886,S21946000018,1/5,1,5
7204,review07204.dat,8394,S04886800011,3/5,3,5
7205,review07205.dat,2056,S08932200043,1/5,1,5
7206,review07206.dat,1044,S20963200023,4/5,4,5
7207,review07207.dat,2562,S17928900019,5/5,5,5
7208,review07208.dat,4994,INV-01082400024,1/5,1,5
7209,review07209.dat,8321,S23988500026,1/5,1,5
7210,review07210.dat,5894,S22716700022,5/5,5,5
7211,review07211.dat,2395,S08756000037,5/5,5,5
7212,review07212.dat,5934,S31402800057,1/5,1,5
7213,review07213.dat,4925,S07718100063,4/5,4,5
7214,review07214.dat,5595,S05429700141,4/5,4,5
7215,review07215.dat,1352,S06700400009,4/5,4,5
7216,review07216.dat,1033,S04757600216,2/5,2,5
7217,review07217.dat,9287,INV-01082400057,3/5,3,5
7218,review07218.dat,6493,S15568800013,3/5,3,5
7219,review07219.dat,7579,INV-01067900015,1/5,1,5
7220,review07220.dat,1874,S26781700056,5/5,5,5
7221,review07221.dat,7257,INV-06311400071,3/5,3,5
7222,review07222.dat,1884,INV-04991500039,1/5,1,5
7223,review07223.dat,1485,S14977900015,4/5,4,5
7224,review07224.dat,2666,S27342000061,2/5,2,5
7225,review07225.dat,4814,INV-08105500013,2/5,2,5
7226,review07226.dat,9710,INV-07227800008,2/5,2,5
7227,review07227.dat,3979,S20152600068,1/5,1,5
7228,review07228.dat,8991,S03771700012,1/5,1,5
7229,review07229.dat,9135,INV-02916200054,2/5,2,5
7230,review07230.dat,6859,INV-08762600017,2/5,2,5
7231,review07231.dat,5468,S22333900141,4/5,4,5
7232,review07232.dat,9885,S21647900010,2/5,2,5
7233,review07233.dat,8450,S05857000013,3/5,3,5
7234,review07234.dat,4907,S09847300023,5/5,5,5
7235,review07235.dat,3715,S10658700009,3/5,3,5
7236,review07236.dat,7715,S25613700019,3/5,3,5
7237,review07237.dat,6854,S33124200071,3/5,3,5
7238,review07238.dat,2127,INV-09372200199,4/5,4,5
7239,review07239.dat,9525,INV-02923700030,1/5,1,5
7240,review07240.dat,2943,S33588200010,1/5,1,5
7241,review07241.dat,5191,S18084700019,2/5,2,5
7242,review07242.dat,8473,S17724400160,1/5,1,5
7243,review07243.dat,6959,S13531600096,4/5,4,5
7244,review07244.dat,1183,S14198000009,4/5,4,5
7245,review07245.dat,4561,S05848900066,3/5,3,5
7246,review07246.dat,1172,S29925200073,2/5,2,5
7247,review07247.dat,8142,S27124800018,2/5,2,5
7248,review07248.dat,3138,S26637400063,5/5,5,5
7249,review07249.dat,5894,S32249700034,3/5,3,5
7250,review07250.dat,1256,S14649600013,1/5,1,5
7251,review07251.dat,9894,S08172000059,4/5,4,5
7252,review07252.dat,4440,INV-04003200004,1/5,1,5
7253,review07253.dat,6620,S23989300027,3/5,3,5
7254,review07254.dat,8577,INV-00318200001,3/5,3,5
7255,review07255.dat,1297,S06424800016,4/5,4,5
7256,review07256.dat,3249,S31269400036,2/5,2,5
7257,review07257.dat,1668,S10611900032,3/5,3,5
7258,review07258.dat,2025,S27158400105,5/5,5,5
7259,review07259.dat,2022,INV-05238300197,3/5,3,5
7260,review07260.dat,9847,S25110600026,1/5,1,5
7261,review07261.dat,9239,S14267000020,1/5,1,5
7262,review07262.dat,8276,INV-01646800154,3/5,3,5
7263,review07263.dat,7713,S18590700021,2/5,2,5
7264,review07264.dat,6128,S31556100075,4/5,4,5
7265,review07265.dat,8995,S26432500014,2/5,2,5
7266,review07266.dat,3680,S13769000001,1/5,1,5
7267,review07267.dat,2198,INV-02665700060,3/5,3,5
7268,review07268.dat,9600,S15178700086,2/5,2,5
7269,review07269.dat,2299,INV-04460600084,2/5,2,5
7270,review07270.dat,9925,S13664900128,3/5,3,5
7271,review07271.dat,7837,S04951100036,2/5,2,5
7272,review07272.dat,2213,S06350600148,4/5,4,5
7273,review07273.dat,3965,S32152200034,4/5,4,5
7274,review07274.dat,4961,INV-06644100013,2/5,2,5
7275,review07275.dat,2321,S30299900015,3/5,3,5
7276,review07276.dat,7178,S12422600083,5/5,5,5
7277,review07277.dat,3059,S12609800005,1/5,1,5
7278,review07278.dat,5329,S07615800051,1/5,1,5
7279,review07279.dat,4868,INV-09060500025,2/5,2,5
7280,review07280.dat,3082,S07452000036,3/5,3,5
7281,review07281.dat,8163,S18806000015,5/5,5,5
7282,review07282.dat,1647,S19759700013,1/5,1,5
7283,review07283.dat,4743,S06432900058,4/5,4,5
7284,review07284.dat,8270,S19866500078,5/5,5,5
7285,review07285.dat,7337,S26026000037,1/5,1,5
7286,review07286.dat,2713,S25491000020,5/5,5,5
7287,review07287.dat,6253,S15489800023,1/5,1,5
7288,review07288.dat,1748,S15748400001,4/5,4,5
7289,review07289.dat,4699,INV-09062200015,3/5,3,5
7290,review07290.dat,2926,S04030200068,1/5,1,5
7291,review07291.dat,3162,INV-05129200106,3/5,3,5
7292,review07292.dat,3153,S28379100023,5/5,5,5
7293,review07293.dat,7770,S26256000052,5/5,5,5
7294,review07294.dat,2430,S31888800022,4/5,4,5
7295,review07295.dat,5430,S29543800011,2/5,2,5
7296,review07296.dat,7209,S15828500012,3/5,3,5
7297,review07297.dat,5240,INV-06188100093,2/5,2,5
7298,review07298.dat,2103,S26204400002,3/5,3,5
7299,review07299.dat,9025,INV-08906700026,1/5,1,5
7300,review07300.dat,6255,S27986300002,4/5,4,5
7301,review07301.dat,1658,S08794700285,2/5,2,5
7302,review07302.dat,1197,INV-01200300016,1/5,1,5
7303,review07303.dat,1472,S14363500088,1/5,1,5
7304,review07304.dat,6072,S26140800007,2/5,2,5
7305,review07305.dat,6051,S26319100031,3/5,3,5
7306,review07306.dat,3187,S32676700048,1/5,1,5
7307,review07307.dat,9077,S04274300051,2/5,2,5
7308,review07308.dat,3905,S29076300005,4/5,4,5
7309,review07309.dat,6495,S06905400004,5/5,5,5
7310,review07310.dat,3413,S14489300014,1/5,1,5
7311,review07311.dat,3155,S23120200036,2/5,2,5
7312,review07312.dat,2983,S03479000147,3/5,3,5
7313,review07313.dat,3931,INV-06719600032,2/5,2,5
7314,review07314.dat,1018,S08795100177,5/5,5,5
7315,review07315.dat,7264,S06431300056,2/5,2,5
7316,review07316.dat,6704,S28866600029,4/5,4,5
7317,review07317.dat,3128,INV-05392900088,2/5,2,5
7318,review07318.dat,9561,S10534300056,5/5,5,5
7319,review07319.dat,9451,S04464800046,1/5,1,5
7320,review07320.dat,9935,S07588100132,5/5,5,5
7321,review07321.dat,5087,S30491700016,3/5,3,5
7322,review07322.dat,6795,S20126100001,4/5,4,5
7323,review07323.dat,6041,S13493400045,1/5,1,5
7324,review07324.dat,7257,S29543600105,2/5,2,5
7325,review07325.dat,8997,INV-01649600021,3/5,3,5
7326,review07326.dat,6359,S18821900071,5/5,5,5
7327,review07327.dat,7266,S28981600018,4/5,4,5
7328,review07328.dat,4296,S20636400035,2/5,2,5
7329,review07329.dat,3778,S11137900054,5/5,5,5
7330,review07330.dat,1750,S04147900025,1/5,1,5
7331,review07331.dat,7271,S12958600018,2/5,2,5
7332,review07332.dat,5458,INV-00660100022,3/5,3,5
7333,review07333.dat,1725,S33984700061,1/5,1,5
7334,review07334.dat,6818,S30700000065,3/5,3,5
7335,review07335.dat,3616,S32135200002,4/5,4,5
7336,review07336.dat,2448,S19084100044,1/5,1,5
7337,review07337.dat,6265,S09224500030,3/5,3,5
7338,review07338.dat,4106,S04347000074,1/5,1,5
7339,review07339.dat,5447,INV-07225900036,4/5,4,5
7340,review07340.dat,2584,INV-09492800003,2/5,2,5
7341,review07341.dat,7322,S30882100145,2/5,2,5
7342,review07342.dat,1405,S23152100014,4/5,4,5
7343,review07343.dat,8436,S19359300115,4/5,4,5
7344,review07344.dat,8199,S07520600014,5/5,5,5
7345,review07345.dat,3134,S25989100013,2/5,2,5
7346,review07346.dat,1366,S32170900056,4/5,4,5
7347,review07347.dat,2217,S21270900012,4/5,4,5
7348,review07348.dat,2924,S05436000101,3/5,3,5
7349,review07349.dat,7018,S05133200023,5/5,5,5
7350,review07350.dat,1116,S03691900033,1/5,1,5
7351,review07351.dat,9037,INV-01065100002,4/5,4,5
7352,review07352.dat,4301,S05470900044,2/5,2,5
7353,review07353.dat,6150,S05586900070,3/5,3,5
7354,review07354.dat,2157,INV-03039900029,3/5,3,5
7355,review07355.dat,4406,S23225700018,3/5,3,5
7356,review07356.dat,7096,S22767500096,4/5,4,5
7357,review07357.dat,2052,S27428400051,3/5,3,5
7358,review07358.dat,5792,S05859100114,5/5,5,5
7359,review07359.dat,5385,INV-01141800024,5/5,5,5
7360,review07360.dat,4406,S25514500145,1/5,1,5
7361,review07361.dat,1973,INV-02916000021,1/5,1,5
7362,review07362.dat,7764,S28599700012,5/5,5,5
7363,review07363.dat,1969,INV-09492100014,1/5,1,5
7364,review07364.dat,2585,S07717500002,4/5,4,5
7365,review07365.dat,4229,INV-08390900091,5/5,5,5
7366,review07366.dat,4294,S13553400054,3/5,3,5
7367,review07367.dat,5642,INV-04331000123,3/5,3,5
7368,review07368.dat,1166,S28856300236,2/5,2,5
7369,review07369.dat,6183,S33235700043,4/5,4,5
7370,review07370.dat,1279,S23973100018,4/5,4,5
7371,review07371.dat,8680,S20477000004,5/5,5,5
