FileName,CostumerID,InvoiceID,Review,Stars,Mstars
review01570.dat,6213,S23486100038,2/5,2,5
review01571.dat,2614,S20513600111,4/5,4,5
review01572.dat,5912,S29142300136,5/5,5,5
review01573.dat,7775,S31506400011,3/5,3,5
review01574.dat,1913,S29594800048,2/5,2,5
review01575.dat,2960,S06192400012,3/5,3,5
review01576.dat,1326,S20512100019,1/5,1,5
review01577.dat,6585,INV-05384000137,3/5,3,5
review01578.dat,4865,INV-04855000032,5/5,5,5
review01579.dat,6887,S18702400054,4/5,4,5
review01580.dat,7525,INV-04665300010,3/5,3,5
review01581.dat,9891,S20878700016,2/5,2,5
review01582.dat,4710,INV-08466500026,5/5,5,5
review01583.dat,2611,S26488900017,1/5,1,5
review01584.dat,5259,INV-05657500145,4/5,4,5
review01585.dat,2503,INV-07821100142,1/5,1,5
review01586.dat,3064,S24105800035,3/5,3,5
review01587.dat,6358,S32252400028,1/5,1,5
review01588.dat,8572,S32094000023,2/5,2,5
review01589.dat,1033,S18842300006,3/5,3,5
review01590.dat,2199,S16366000064,2/5,2,5
review01591.dat,6590,S15305400007,3/5,3,5
review01592.dat,9410,S09547400029,1/5,1,5
review01593.dat,9369,S19108100067,2/5,2,5
review01594.dat,3005,S13531600113,1/5,1,5
review01595.dat,6595,INV-05925400057,4/5,4,5
review01596.dat,2557,INV-09058800007,1/5,1,5
review01597.dat,8839,S29574700008,2/5,2,5
review01598.dat,4409,S32752800113,4/5,4,5
review01599.dat,5010,S26115500027,4/5,4,5
review01600.dat,7591,S22729700185,1/5,1,5
review01601.dat,1914,INV-05521700057,2/5,2,5
review01602.dat,8142,S30540400015,2/5,2,5
review01603.dat,5690,S04026200018,3/5,3,5
review01604.dat,2463,INV-06583900054,1/5,1,5
review01605.dat,5331,INV-03944000059,5/5,5,5
review01606.dat,9061,S09894900005,3/5,3,5
review01607.dat,8327,S10734500001,3/5,3,5
review01608.dat,1007,S16829100011,2/5,2,5
review01609.dat,3765,INV-04596700022,2/5,2,5
review01610.dat,9348,S25492000034,2/5,2,5
review01611.dat,8285,INV-01068100107,1/5,1,5
review01612.dat,5425,INV-00183100034,3/5,3,5
review01613.dat,8497,S31776900007,4/5,4,5
review01614.dat,1903,INV-09139900085,3/5,3,5
review01615.dat,7235,S24848500042,3/5,3,5
review01616.dat,8752,INV-02450400023,3/5,3,5
review01617.dat,4906,INV-02787500099,2/5,2,5
review01618.dat,1847,S16053900002,1/5,1,5
review01619.dat,3525,S15623400012,1/5,1,5
review01620.dat,1286,S25871800093,1/5,1,5
review01621.dat,4022,S30163000061,2/5,2,5
review01622.dat,1827,S23404600013,5/5,5,5
review01623.dat,3478,S06900800009,3/5,3,5
review01624.dat,8696,S17714600006,5/5,5,5
review01625.dat,2325,S09718800036,1/5,1,5
review01626.dat,9107,INV-01647300221,1/5,1,5
review01627.dat,5382,INV-03294000111,3/5,3,5
review01628.dat,4284,S11459500001,4/5,4,5
review01629.dat,8947,S24725800139,1/5,1,5
review01630.dat,8867,S33366800106,5/5,5,5
review01631.dat,9164,S20087800008,1/5,1,5
review01632.dat,6409,S23984800029,2/5,2,5
review01633.dat,7139,S22475700202,5/5,5,5
review01634.dat,2500,S06277200054,5/5,5,5
review01635.dat,6684,S07674200029,5/5,5,5
review01636.dat,6644,INV-08394900076,1/5,1,5
review01637.dat,6418,INV-08909900038,5/5,5,5
review01638.dat,6309,S21447300029,2/5,2,5
review01639.dat,8412,S23347100034,5/5,5,5
review01640.dat,9928,S16206200062,4/5,4,5
review01641.dat,9782,S06929400010,4/5,4,5
review01642.dat,6834,INV-09215900179,5/5,5,5
review01643.dat,1868,S09331400107,2/5,2,5
review01644.dat,8368,S13788900155,5/5,5,5
review01645.dat,8738,S17945300012,3/5,3,5
review01646.dat,5510,S33050000053,4/5,4,5
review01647.dat,8368,INV-05791900024,4/5,4,5
review01648.dat,1396,S11176100040,3/5,3,5
review01649.dat,6410,S30410500010,1/5,1,5
review01650.dat,8136,INV-05724100023,2/5,2,5
review01651.dat,2749,S12879400024,1/5,1,5
review01652.dat,2199,S24769500003,2/5,2,5
review01653.dat,5131,INV-08852000002,1/5,1,5
review01654.dat,8575,S10703400018,5/5,5,5
review01655.dat,1383,S29923500098,2/5,2,5
review01656.dat,2942,S28722800096,5/5,5,5
review01657.dat,4004,S09686300235,3/5,3,5
review01658.dat,6038,INV-06178800198,4/5,4,5
review01659.dat,7253,S23272700055,4/5,4,5
review01660.dat,3542,INV-08105800181,3/5,3,5
review01661.dat,7630,INV-08553600031,3/5,3,5
review01662.dat,2531,S11101100020,2/5,2,5
review01663.dat,8366,S17088500051,5/5,5,5
review01664.dat,8594,INV-09491300012,2/5,2,5
review01665.dat,6382,S12386200020,4/5,4,5
review01666.dat,4303,S22243000060,4/5,4,5
review01667.dat,5899,S14485300015,2/5,2,5
review01668.dat,8153,S26858600011,3/5,3,5
review01669.dat,4794,S07048000018,1/5,1,5
review01670.dat,4815,S18808200048,4/5,4,5
review01671.dat,2595,S28389000034,4/5,4,5
review01672.dat,3386,S12261300007,2/5,2,5
review01673.dat,7750,INV-02663800069,4/5,4,5
review01674.dat,5266,S27316700017,2/5,2,5
review01675.dat,7810,INV-05238300189,1/5,1,5
review01676.dat,9008,S31216700008,4/5,4,5
review01677.dat,1330,INV-07909800012,5/5,5,5
review01678.dat,5020,S15438400017,3/5,3,5
review01679.dat,5217,INV-09208400029,5/5,5,5
review01680.dat,1505,S15943700014,5/5,5,5
review01681.dat,7091,S23600600003,4/5,4,5
review01682.dat,8031,S16978600016,3/5,3,5
review01683.dat,8618,S06910700065,5/5,5,5
review01684.dat,3148,INV-07689900008,1/5,1,5
review01685.dat,7761,S20591600002,5/5,5,5
review01686.dat,8190,S24790400039,5/5,5,5
review01687.dat,6664,S21051500079,2/5,2,5
review01688.dat,8657,S20431900154,1/5,1,5
review01689.dat,5388,INV-04192000034,3/5,3,5
review01690.dat,9534,S31189700037,4/5,4,5
review01691.dat,3002,S21518100058,3/5,3,5
review01692.dat,6509,S11338000123,3/5,3,5
review01693.dat,4442,S04839500014,2/5,2,5
review01694.dat,2948,S06058000122,3/5,3,5
review01695.dat,7764,INV-02856200016,3/5,3,5
review01696.dat,7770,S31643400019,4/5,4,5
review01697.dat,5150,S21448100003,1/5,1,5
review01698.dat,7115,S23054700006,3/5,3,5
review01699.dat,3470,S07976400020,2/5,2,5
review01700.dat,1817,INV-03294600015,2/5,2,5
review01701.dat,4666,S28152000033,4/5,4,5
review01702.dat,7485,INV-06922000018,4/5,4,5
review01703.dat,2635,S27717700016,3/5,3,5
review01704.dat,3775,S32748900081,4/5,4,5
review01705.dat,1839,S33493400164,5/5,5,5
review01706.dat,7648,INV-04330500001,1/5,1,5
review01707.dat,7653,S16974600028,4/5,4,5
review01708.dat,4523,INV-03303100014,3/5,3,5
review01709.dat,6987,S05364600002,2/5,2,5
review01710.dat,3526,S31148500014,4/5,4,5
review01711.dat,1499,S13539500012,1/5,1,5
review01712.dat,4967,S31154200120,2/5,2,5
review01713.dat,4233,S17616300035,3/5,3,5
review01714.dat,3736,INV-02916800004,4/5,4,5
review01715.dat,6539,INV-07084400026,2/5,2,5
review01716.dat,5988,S19207500001,5/5,5,5
review01717.dat,4162,S11645900028,1/5,1,5
review01718.dat,4209,S13792200082,5/5,5,5
review01719.dat,4481,INV-05384800002,2/5,2,5
review01720.dat,4694,S21014800022,1/5,1,5
review01721.dat,4444,S21541200102,5/5,5,5
review01722.dat,9925,INV-06188700033,2/5,2,5
review01723.dat,1228,S17536700041,2/5,2,5
review01724.dat,6657,S16971100045,2/5,2,5
review01725.dat,3005,S09474700028,2/5,2,5
review01726.dat,9546,S33365400008,1/5,1,5
review01727.dat,1641,S03915400034,3/5,3,5
review01728.dat,9839,S29821700019,3/5,3,5
review01729.dat,7605,S17730200051,5/5,5,5
review01730.dat,3153,S29809500003,2/5,2,5
review01731.dat,7284,S11337000001,2/5,2,5
review01732.dat,5811,S30169700040,3/5,3,5
review01733.dat,9891,S23226900088,4/5,4,5
review01734.dat,8466,S04798500033,5/5,5,5
review01735.dat,6454,S11462200030,4/5,4,5
review01736.dat,7302,S05948200008,3/5,3,5
review01737.dat,8594,S06537200092,4/5,4,5
review01738.dat,3819,S21281600032,2/5,2,5
review01739.dat,1019,INV-02663200022,4/5,4,5
review01740.dat,6390,INV-04855900149,3/5,3,5
review01741.dat,6682,S22192100011,1/5,1,5
review01742.dat,5056,S20723200002,5/5,5,5
review01743.dat,8648,S19492900137,4/5,4,5
review01744.dat,2758,S10216500014,4/5,4,5
review01745.dat,6751,S30475300016,1/5,1,5
review01746.dat,6798,S18339800043,2/5,2,5
review01747.dat,3256,S29402800004,3/5,3,5
review01748.dat,9362,S22307500080,5/5,5,5
review01749.dat,4002,INV-07492000019,5/5,5,5
review01750.dat,5276,S11462200023,3/5,3,5
review01751.dat,2401,INV-02014200023,2/5,2,5
review01752.dat,8172,S12524600104,4/5,4,5
review01753.dat,2031,INV-06050000007,1/5,1,5
review01754.dat,1499,INV-06574800002,2/5,2,5
review01755.dat,7029,S06952600018,2/5,2,5
review01756.dat,6262,S09349400117,1/5,1,5
review01757.dat,7763,S18905500010,1/5,1,5
review01758.dat,5937,INV-04065200084,1/5,1,5
review01759.dat,8994,S05480500043,4/5,4,5
review01760.dat,4309,S33622000059,4/5,4,5
review01761.dat,6476,S19617000016,5/5,5,5
review01762.dat,6010,S25091400016,1/5,1,5
review01763.dat,5975,S10178500138,1/5,1,5
review01764.dat,5774,S20016100043,4/5,4,5
review01765.dat,9555,S23653800023,3/5,3,5
review01766.dat,4000,S08185500060,2/5,2,5
review01767.dat,9064,S21284300086,2/5,2,5
review01768.dat,7921,S11867400065,5/5,5,5
review01769.dat,1795,S31495100002,5/5,5,5
review01770.dat,3057,S29224500013,1/5,1,5
review01771.dat,8224,S26329700016,5/5,5,5
review01772.dat,7753,INV-01861800021,5/5,5,5
review01773.dat,6074,S18048300012,2/5,2,5
review01774.dat,7927,S33369000005,3/5,3,5
review01775.dat,4216,INV-05922000066,1/5,1,5
review01776.dat,7394,INV-08099700020,5/5,5,5
review01777.dat,6849,S23080800001,1/5,1,5
review01778.dat,1661,S31774200020,1/5,1,5
review01779.dat,6387,S26899800054,3/5,3,5
review01780.dat,4351,S30666400120,5/5,5,5
review01781.dat,5293,INV-08619800047,3/5,3,5
review01782.dat,8394,S09845900020,1/5,1,5
review01783.dat,4715,S29398200059,3/5,3,5
review01784.dat,5425,S10845200008,3/5,3,5
review01785.dat,1789,INV-00460500009,2/5,2,5
review01786.dat,3269,S06387300013,2/5,2,5
review01787.dat,8702,S16724200001,2/5,2,5
review01788.dat,5679,S12385200008,4/5,4,5
review01789.dat,3409,S16347700052,4/5,4,5
review01790.dat,3600,S05584800011,3/5,3,5
review01791.dat,3504,S31036000076,5/5,5,5
review01792.dat,1827,INV-03542300040,5/5,5,5
review01793.dat,1038,S18105100060,3/5,3,5
review01794.dat,2657,S04193900184,5/5,5,5
review01795.dat,5555,S19346900015,2/5,2,5
review01796.dat,2676,S12262100038,5/5,5,5
review01797.dat,7680,INV-00935400036,5/5,5,5
review01798.dat,7302,S06346100019,1/5,1,5
review01799.dat,3567,S09610500064,2/5,2,5
review01800.dat,3806,INV-03290900118,4/5,4,5
review01801.dat,5996,S12995800228,2/5,2,5
review01802.dat,6075,INV-04061300013,3/5,3,5
review01803.dat,6364,S29152900017,3/5,3,5
review01804.dat,6353,S27787400035,2/5,2,5
review01805.dat,3413,INV-03039500032,1/5,1,5
review01806.dat,1839,S11170000157,1/5,1,5
review01807.dat,4964,S21939500144,3/5,3,5
review01808.dat,6417,S15555700014,4/5,4,5
review01809.dat,8908,S18322500206,4/5,4,5
review01810.dat,2183,S22727400208,5/5,5,5
review01811.dat,3785,S26813700043,2/5,2,5
review01812.dat,6347,INV-02023600080,1/5,1,5
review01813.dat,4334,S30666600144,3/5,3,5
review01814.dat,8493,S08124400022,4/5,4,5
review01815.dat,7153,S08206000242,5/5,5,5
review01816.dat,2783,S21982800019,3/5,3,5
review01817.dat,7309,INV-01200400004,3/5,3,5
review01818.dat,5140,S28855700008,1/5,1,5
review01819.dat,7446,S22089300054,5/5,5,5
review01820.dat,3675,S27703500176,4/5,4,5
review01821.dat,8829,S21401100032,1/5,1,5
review01822.dat,9713,S19437200202,3/5,3,5
review01823.dat,3899,S14787200017,2/5,2,5
review01824.dat,7537,S22465000018,4/5,4,5
review01825.dat,3938,S32391600079,4/5,4,5
review01826.dat,8247,INV-00745100071,5/5,5,5
review01827.dat,7512,S23127500166,3/5,3,5
review01828.dat,6733,S08472500001,3/5,3,5
review01829.dat,8081,S05044100004,4/5,4,5
review01830.dat,2673,S08708800050,3/5,3,5
review01831.dat,1038,S05586300011,4/5,4,5
review01832.dat,2390,S05945500027,5/5,5,5
review01833.dat,4209,S29111200040,1/5,1,5
review01834.dat,8639,S04581300131,2/5,2,5
review01835.dat,1579,S24966600108,2/5,2,5
review01836.dat,8164,INV-06583900023,5/5,5,5
review01837.dat,2260,INV-01349100064,3/5,3,5
review01838.dat,7845,S07587600063,3/5,3,5
review01839.dat,2889,S17495300002,5/5,5,5
review01840.dat,7769,S20009900252,2/5,2,5
review01841.dat,5360,S06707900026,5/5,5,5
review01842.dat,9451,S30795400105,1/5,1,5
review01843.dat,5604,S19078000015,1/5,1,5
review01844.dat,2616,S22108700008,3/5,3,5
review01845.dat,8948,S16457400137,5/5,5,5
review01846.dat,1339,S32501200041,5/5,5,5
review01847.dat,3827,S12771700100,3/5,3,5
review01848.dat,2393,S27978600009,2/5,2,5
review01849.dat,1013,INV-07164600048,3/5,3,5
review01850.dat,4302,S20360000007,2/5,2,5
review01851.dat,2139,S15313100007,1/5,1,5
review01852.dat,6827,S24158600036,5/5,5,5
review01853.dat,8297,INV-05911900035,2/5,2,5
review01854.dat,3514,INV-05663600022,5/5,5,5
review01855.dat,6497,INV-09215400023,5/5,5,5
review01856.dat,8436,S21016600149,2/5,2,5
review01857.dat,9619,S12460500010,3/5,3,5
review01858.dat,3222,S17743800231,5/5,5,5
review01859.dat,4973,S05815600041,5/5,5,5
review01860.dat,3401,S21312900037,2/5,2,5
review01861.dat,2572,S33870900038,1/5,1,5
review01862.dat,8008,S19364700010,5/5,5,5
review01863.dat,4662,S28328900021,5/5,5,5
review01864.dat,1911,S21060300019,5/5,5,5
review01865.dat,5973,INV-00253500043,2/5,2,5
review01866.dat,4194,INV-03683000013,4/5,4,5
review01867.dat,8086,S31861400010,2/5,2,5
review01868.dat,2503,S24422800028,4/5,4,5
review01869.dat,1240,INV-01348100002,3/5,3,5
review01870.dat,2349,S32883300046,3/5,3,5
review01871.dat,8748,S26654900025,5/5,5,5
review01872.dat,7387,S24472700004,2/5,2,5
review01873.dat,9374,S15954100004,2/5,2,5
review01874.dat,7052,S17845700117,2/5,2,5
review01875.dat,7967,S30601800002,1/5,1,5
review01876.dat,5484,S31678700005,4/5,4,5
review01877.dat,5341,S27054800003,3/5,3,5
review01878.dat,3629,S13541000004,3/5,3,5
review01879.dat,7312,S04308000262,4/5,4,5
review01880.dat,2259,S16987200014,5/5,5,5
review01881.dat,8379,S08927500057,5/5,5,5
review01882.dat,6100,INV-04340700134,1/5,1,5
review01883.dat,9134,INV-08911200053,2/5,2,5
review01884.dat,5104,S24909800001,1/5,1,5
review01885.dat,1112,S18334500156,4/5,4,5
review01886.dat,6269,S04690100005,4/5,4,5
review01887.dat,9102,INV-05530800137,1/5,1,5
review01888.dat,2885,S09611500140,1/5,1,5
review01889.dat,3322,S13666400005,4/5,4,5
review01890.dat,5828,INV-03683000069,5/5,5,5
review01891.dat,6471,S28841600015,5/5,5,5
review01892.dat,2976,S16734800044,4/5,4,5
review01893.dat,1743,S05176700010,1/5,1,5
review01894.dat,7042,S15048500025,4/5,4,5
review01895.dat,1213,S07634500135,2/5,2,5
review01896.dat,9510,S19754100208,5/5,5,5
review01897.dat,6241,S17848400057,4/5,4,5
review01898.dat,7884,S25604600050,4/5,4,5
review01899.dat,3651,INV-03488300011,4/5,4,5
review01900.dat,5988,S15700400018,5/5,5,5
review01901.dat,4885,S15934600004,4/5,4,5
review01902.dat,2242,INV-02536300089,4/5,4,5
review01903.dat,6513,INV-02540100150,1/5,1,5
review01904.dat,5990,S23367800199,3/5,3,5
review01905.dat,2365,S23159700044,1/5,1,5
review01906.dat,4794,S24725800050,1/5,1,5
review01907.dat,2502,S24466700117,4/5,4,5
review01908.dat,5261,S23014600110,4/5,4,5
review01909.dat,2530,S32508100103,1/5,1,5
review01910.dat,6798,S27687100015,4/5,4,5
review01911.dat,1027,S26053500016,3/5,3,5
review01912.dat,3819,S33229600013,3/5,3,5
review01913.dat,9441,S30169700086,2/5,2,5
review01914.dat,2759,S08869500001,1/5,1,5
review01915.dat,2874,INV-09056100171,4/5,4,5
review01916.dat,1984,S08837900125,2/5,2,5
review01917.dat,1232,INV-07495800017,3/5,3,5
review01918.dat,7490,S21001300063,4/5,4,5
review01919.dat,3946,S10968400049,2/5,2,5
review01920.dat,1228,INV-01497800009,1/5,1,5
review01921.dat,2550,INV-02923000004,5/5,5,5
review01922.dat,3526,S17627300008,5/5,5,5
review01923.dat,1494,S06343200058,5/5,5,5
review01924.dat,6657,S19478400147,5/5,5,5
review01925.dat,1061,S19961200008,4/5,4,5
review01926.dat,8514,S09089800005,5/5,5,5
review01927.dat,2710,INV-09214400011,3/5,3,5
review01928.dat,8696,S24834700030,3/5,3,5
review01929.dat,9132,S30600800010,4/5,4,5
review01930.dat,2796,S12643600020,1/5,1,5
review01931.dat,5196,INV-00658800055,3/5,3,5
review01932.dat,4180,S29216700026,3/5,3,5
review01933.dat,3803,S10677600013,3/5,3,5
review01934.dat,6043,S26757000073,2/5,2,5
review01935.dat,7454,S05140600066,4/5,4,5
review01936.dat,2813,S12819300053,5/5,5,5
review01937.dat,7346,INV-02789800018,2/5,2,5
review01938.dat,6062,INV-06438900089,2/5,2,5
review01939.dat,3756,S10856000006,4/5,4,5
review01940.dat,1112,S17577700045,5/5,5,5
review01941.dat,2743,INV-08683500001,3/5,3,5
review01942.dat,5851,S08350700051,3/5,3,5
review01943.dat,1527,S08826800089,2/5,2,5
review01944.dat,1885,S26650700146,5/5,5,5
review01945.dat,9198,S04387300028,3/5,3,5
review01946.dat,1175,S25364000261,5/5,5,5
review01947.dat,7156,S25014600019,5/5,5,5
review01948.dat,4306,S10692800008,5/5,5,5
review01949.dat,8042,S30789300037,3/5,3,5
review01950.dat,8482,INV-02914100004,5/5,5,5
review01951.dat,5334,S23618500085,3/5,3,5
review01952.dat,9506,S20439500015,2/5,2,5
review01953.dat,4114,INV-03296300019,3/5,3,5
review01954.dat,9168,S22262800006,3/5,3,5
review01955.dat,9660,S12930500054,4/5,4,5
review01956.dat,6453,INV-08545000010,1/5,1,5
review01957.dat,5624,S12888700032,4/5,4,5
review01958.dat,6291,S31889500072,2/5,2,5
review01959.dat,2713,S24633000024,5/5,5,5
review01960.dat,3853,S13767900030,4/5,4,5
review01961.dat,6958,S03963600211,5/5,5,5
review01962.dat,5828,INV-05530300012,4/5,4,5
review01963.dat,3833,S26263500013,3/5,3,5
review01964.dat,7338,S13862100007,4/5,4,5
review01965.dat,6246,S30666600129,5/5,5,5
review01966.dat,5809,S05618700017,1/5,1,5
review01967.dat,7181,S11170000164,3/5,3,5
review01968.dat,5453,S30404500105,4/5,4,5
review01969.dat,5247,S11344700013,5/5,5,5
review01970.dat,9872,S15591400189,2/5,2,5
review01971.dat,9525,S17100900029,2/5,2,5
review01972.dat,1962,S24666100007,4/5,4,5
review01973.dat,8639,S19677800023,4/5,4,5
review01974.dat,9912,S31152800214,5/5,5,5
review01975.dat,6848,S32503600141,3/5,3,5
review01976.dat,5147,S23927700019,1/5,1,5
review01977.dat,1914,INV-01141100010,1/5,1,5
review01978.dat,4305,INV-07932700081,1/5,1,5
review01979.dat,1446,S30652800036,1/5,1,5
review01980.dat,6454,S03963600084,2/5,2,5
review01981.dat,6124,S26123800009,2/5,2,5
review01982.dat,2619,S03444400060,3/5,3,5
review01983.dat,5856,INV-01642000042,2/5,2,5
review01984.dat,5166,INV-00991100029,2/5,2,5
review01985.dat,1830,S28674200017,4/5,4,5
review01986.dat,1487,INV-03680200010,2/5,2,5
review01987.dat,9621,S13667500021,4/5,4,5
review01988.dat,4701,S08257800002,3/5,3,5
review01989.dat,3157,S19487500038,3/5,3,5
review01990.dat,4841,S17735300010,2/5,2,5
review01991.dat,2706,S29442100020,5/5,5,5
review01992.dat,5279,S03511500104,2/5,2,5
review01993.dat,4337,S29535500072,5/5,5,5
review01994.dat,1530,S13652300105,1/5,1,5
review01995.dat,4376,INV-01141500020,2/5,2,5
review01996.dat,3428,S13403900136,2/5,2,5
review01997.dat,2651,S07268000068,5/5,5,5
review01998.dat,8970,S23015400076,1/5,1,5
review01999.dat,7763,INV-01636200036,2/5,2,5
review02000.dat,1350,S10611500030,4/5,4,5
review02001.dat,5519,S27704600005,2/5,2,5
review02002.dat,2390,S21527000085,5/5,5,5
review02003.dat,9965,S33002900054,4/5,4,5
review02004.dat,7581,S20931100040,4/5,4,5
review02005.dat,6108,S20014100100,4/5,4,5
review02006.dat,1418,S21574300001,1/5,1,5
review02007.dat,8621,S32662500003,3/5,3,5
review02008.dat,4185,S09044100027,4/5,4,5
review02009.dat,2605,INV-08250800014,4/5,4,5
review02010.dat,5167,INV-04988800036,2/5,2,5
review02011.dat,6324,INV-01646600044,2/5,2,5
review02012.dat,4575,INV-06859300011,1/5,1,5
review02013.dat,9283,S09085100117,2/5,2,5
review02014.dat,9981,S23242200031,1/5,1,5
review02015.dat,2499,S16464200222,4/5,4,5
review02016.dat,1072,S30677800132,5/5,5,5
review02017.dat,3483,S15301200010,5/5,5,5
review02018.dat,8664,S05706100029,4/5,4,5
review02019.dat,7752,S27076100023,2/5,2,5
review02020.dat,5789,S20455500011,4/5,4,5
review02021.dat,4915,S28841500002,3/5,3,5
review02022.dat,9920,S21402700001,3/5,3,5
review02023.dat,6143,S33715400038,3/5,3,5
review02024.dat,6546,S09849300004,3/5,3,5
review02025.dat,1618,S30053800170,3/5,3,5
review02026.dat,8649,S33224300046,1/5,1,5
review02027.dat,1211,S34108500113,3/5,3,5
review02028.dat,1691,S33034700012,1/5,1,5
review02029.dat,4270,S05946000019,4/5,4,5
review02030.dat,9361,S18302200053,5/5,5,5
review02031.dat,5578,S09263600068,5/5,5,5
review02032.dat,1752,S13235200020,4/5,4,5
review02033.dat,5174,INV-00453400063,1/5,1,5
review02034.dat,4957,S08263300012,2/5,2,5
review02035.dat,9607,S21652000035,3/5,3,5
review02036.dat,1782,S33059300018,1/5,1,5
review02037.dat,6525,S12784700097,4/5,4,5
review02038.dat,5226,S24341200009,2/5,2,5
review02039.dat,5642,S14719700012,5/5,5,5
review02040.dat,4523,S29663500042,2/5,2,5
review02041.dat,8130,S24978100046,2/5,2,5
review02042.dat,9661,S22479400022,1/5,1,5
review02043.dat,4021,S31896500024,4/5,4,5
review02044.dat,4278,S13792200007,2/5,2,5
review02045.dat,2749,S33230800110,5/5,5,5
review02046.dat,8263,INV-06853000058,4/5,4,5
review02047.dat,6751,S24005100024,5/5,5,5
review02048.dat,2737,INV-02730800043,1/5,1,5
review02049.dat,8610,S23296900023,5/5,5,5
review02050.dat,3581,S22088400073,2/5,2,5
review02051.dat,9628,INV-04463000136,5/5,5,5
review02052.dat,2178,INV-07224400020,3/5,3,5
review02053.dat,3866,S12047100083,2/5,2,5
review02054.dat,5566,S23864700063,4/5,4,5
review02055.dat,1400,INV-08536700004,3/5,3,5
review02056.dat,2311,S03448300007,1/5,1,5
review02057.dat,8450,S31293400040,2/5,2,5
review02058.dat,8382,S19214500064,4/5,4,5
review02059.dat,2485,INV-02093400017,4/5,4,5
review02060.dat,8735,S04032300008,4/5,4,5
review02061.dat,1006,S28068900013,3/5,3,5
review02062.dat,6704,S25491900034,2/5,2,5
review02063.dat,8365,S03647800010,4/5,4,5
review02064.dat,2836,S10902700064,4/5,4,5
review02065.dat,5113,S11666100211,2/5,2,5
review02066.dat,2837,S20512000026,4/5,4,5
review02067.dat,1758,S04913200022,3/5,3,5
review02068.dat,1890,S11508100159,4/5,4,5
review02069.dat,1352,S05237600033,1/5,1,5
review02070.dat,1146,INV-09061300054,4/5,4,5
review02071.dat,1190,S23858000171,1/5,1,5
review02072.dat,3756,S04459900062,5/5,5,5
review02073.dat,4701,S20003200002,4/5,4,5
review02074.dat,5993,S28066700011,1/5,1,5
review02075.dat,7684,S32422300102,3/5,3,5
review02076.dat,2275,S30317000049,3/5,3,5
review02077.dat,1910,S16474900024,3/5,3,5
review02078.dat,6823,S05276200001,4/5,4,5
review02079.dat,5048,S26361900008,5/5,5,5
review02080.dat,3063,S12257100008,1/5,1,5
review02081.dat,4502,S04652500058,3/5,3,5
review02082.dat,7520,S29471600021,1/5,1,5
review02083.dat,3459,S12730400086,3/5,3,5
review02084.dat,2848,S32003900107,1/5,1,5
review02085.dat,8544,S22187300003,2/5,2,5
review02086.dat,7813,INV-00065400046,4/5,4,5
review02087.dat,3454,INV-05791400168,1/5,1,5
review02088.dat,5777,S06304300029,5/5,5,5
review02089.dat,8735,INV-02159900016,2/5,2,5
review02090.dat,8095,S16355400078,2/5,2,5
review02091.dat,5570,S33858700007,1/5,1,5
review02092.dat,9020,S11915100096,5/5,5,5
review02093.dat,9363,S25091400066,3/5,3,5
review02094.dat,2650,INV-01361600050,3/5,3,5
review02095.dat,3409,S06262100333,2/5,2,5
review02096.dat,1456,S04836200108,5/5,5,5
review02097.dat,9107,S09796600021,4/5,4,5
review02098.dat,5721,S07632300010,3/5,3,5
review02099.dat,5043,S04505200007,1/5,1,5
review02100.dat,2127,INV-02451700035,3/5,3,5
review02101.dat,8434,S31166200072,2/5,2,5
review02102.dat,7329,INV-04202800021,4/5,4,5
review02103.dat,6080,S08206000261,1/5,1,5
review02104.dat,7409,S26495200015,1/5,1,5
review02105.dat,9364,INV-07229300043,4/5,4,5
review02106.dat,2052,S05585600042,4/5,4,5
review02107.dat,3965,S09470800097,2/5,2,5
review02108.dat,7177,S33475900082,3/5,3,5
review02109.dat,2662,S33162900007,3/5,3,5
review02110.dat,3173,S09092700022,1/5,1,5
review02111.dat,9131,S22210300045,2/5,2,5
review02112.dat,4111,S06393100147,3/5,3,5
review02113.dat,9439,S22991600019,4/5,4,5
review02114.dat,8449,INV-09492000159,4/5,4,5
review02115.dat,3605,S06910700098,3/5,3,5
review02116.dat,2688,S25865600009,4/5,4,5
review02117.dat,6154,S05362900140,5/5,5,5
review02118.dat,3376,S11666100103,5/5,5,5
review02119.dat,1621,S08333400083,1/5,1,5
review02120.dat,3322,S28291100021,5/5,5,5
review02121.dat,5563,S29096600001,2/5,2,5
review02122.dat,8893,S05477300079,1/5,1,5
review02123.dat,3819,S11096800035,3/5,3,5
review02124.dat,9123,S10142400039,5/5,5,5
review02125.dat,1626,INV-08100500017,2/5,2,5
review02126.dat,6097,INV-08098200089,4/5,4,5
review02127.dat,2040,S27585200120,4/5,4,5
review02128.dat,4060,S20902400086,4/5,4,5
review02129.dat,5324,S27283300022,4/5,4,5
review02130.dat,4209,S09092700076,4/5,4,5
review02131.dat,8122,INV-05254100013,3/5,3,5
review02132.dat,2976,S27445100024,4/5,4,5
review02133.dat,8876,S17853800042,3/5,3,5
review02134.dat,2826,INV-00910500020,4/5,4,5
review02135.dat,3133,INV-09368100189,1/5,1,5
review02136.dat,2140,S22369900027,1/5,1,5
review02137.dat,3386,S31758300011,1/5,1,5
review02138.dat,6010,INV-08104000015,4/5,4,5
review02139.dat,9226,S14352000231,3/5,3,5
review02140.dat,9233,S25092100003,1/5,1,5
