Item_id,Item_Description,Category,Pack,Bottle_Volume_ml,Bottle_Cost,Bottle_Retail_Price
28718,Yato's Raspberry Soda,Raspberry Soda,6,1750.0,3.05,4.57
28770,Yoko's Raspberry Soda,Raspberry Soda,6,750.0,3.66,5.49
28795,Yona's Raspberry Soda,Raspberry Soda,6,750.0,3.82,5.73
28812,Yoshiko's Raspberry Soda,Raspberry Soda,6,750.0,4.1,6.15
28860,You's Raspberry Soda,Raspberry Soda,6,1000.0,4.15,6.23
28865,Youichi's Raspberry Soda,Raspberry Soda,24,375.0,2.47,3.7
28866,Yui's Raspberry Soda,Raspberry Soda,12,750.0,3.19,4.78
28867,Yuki's Raspberry Soda,Raspberry Soda,12,1000.0,3.65,5.48
28868,Yukiho's Raspberry Soda,Raspberry Soda,6,1750.0,4.95,7.42
28883,Juuzou's Fruit Punch,Fruit Punch,6,1000.0,3.97,5.96
28886,Yukino's Raspberry Soda,Raspberry Soda,12,750.0,3.82,5.73
28890,Yuno's Raspberry Soda,Raspberry Soda,12,750.0,3.26,4.89
29119,Mamoru's Raspberry Soda,Raspberry Soda,6,750.0,3.5,5.25
29122,Mari's Raspberry Soda,Raspberry Soda,6,750.0,3.47,5.2
29282,Mashiro's Raspberry Soda,Raspberry Soda,48,100.0,1.63,2.45
29287,Mayoi's Raspberry Soda,Raspberry Soda,12,1000.0,2.05,3.08
29288,Mayuri's Raspberry Soda,Raspberry Soda,6,1750.0,2.48,3.72
29404,Megumi's Raspberry Soda,Raspberry Soda,6,750.0,3.9,5.85
29566,Megumin's Raspberry Soda,Raspberry Soda,12,750.0,2.17,3.25
29568,Mei's Raspberry Soda,Raspberry Soda,6,1750.0,2.92,4.38
29710,Meiko's Raspberry Soda,Raspberry Soda,12,750.0,1.95,2.93
29712,Meliodas's Raspberry Soda,Raspberry Soda,6,1750.0,2.48,3.72
29728,Meruem's Raspberry Soda,Raspberry Soda,6,1750.0,2.45,3.67
29812,Mikasa's Raspberry Soda,Raspberry Soda,6,750.0,3.23,4.84
29900,Mikoto's Raspberry Soda,Raspberry Soda,6,750.0,3.59,5.39
29993,Minato's Raspberry Soda,Raspberry Soda,48,200.0,1.67,2.49
29994,Minene's Raspberry Soda,Raspberry Soda,24,375.0,1.78,2.67
29996,Mio's Raspberry Soda,Raspberry Soda,12,750.0,1.99,2.99
29997,Mirai's Raspberry Soda,Raspberry Soda,12,1000.0,2.11,3.16
29998,Misaki's Raspberry Soda,Raspberry Soda,6,1750.0,2.53,3.79
30036,Misato's Raspberry Soda,Raspberry Soda,12,750.0,1.97,2.96
30056,Motoko's Raspberry Soda,Raspberry Soda,12,750.0,1.96,2.94
30057,Mugen's Raspberry Soda,Raspberry Soda,12,1000.0,2.06,3.09
30058,Nagisa's Raspberry Soda,Raspberry Soda,6,1750.0,2.82,4.23
30236,Nagito's Raspberry Soda,Raspberry Soda,12,750.0,2.17,3.26
30238,Nami's Raspberry Soda,Raspberry Soda,6,1750.0,2.94,4.41
30247,Nana's Raspberry Soda,Raspberry Soda,12,1000.0,2.39,3.58
30250,Nao's Raspberry Soda,Raspberry Soda,12,750.0,2.13,3.2
30258,Chika's Root Beer,Root Beer,1,6000.0,15.45,23.17
30316,Naruto's Raspberry Soda,Raspberry Soda,12,750.0,2.2,3.3
30317,Natsu's Raspberry Soda,Raspberry Soda,12,1000.0,2.49,3.74
30318,Niko's Raspberry Soda,Raspberry Soda,6,1750.0,3.05,4.57
30526,Nozomi's Raspberry Soda,Raspberry Soda,12,750.0,1.98,2.97
30527,Nozomu's Raspberry Soda,Raspberry Soda,12,1000.0,2.1,3.15
30528,Osamu's Raspberry Soda,Raspberry Soda,6,1750.0,2.49,3.74
30557,Celty's Root Beer,Root Beer,15,400.0,2.2,3.3
31167,Rei's Raspberry Soda,Raspberry Soda,12,1000.0,2.06,3.09
31207,Rem's Raspberry Soda,Raspberry Soda,12,1000.0,2.06,3.09
31208,Rena's Raspberry Soda,Raspberry Soda,6,1750.0,2.53,3.8
31470,Revy's Raspberry Soda,Raspberry Soda,12,1000.0,2.53,3.8
31471,Ria's Raspberry Soda,Raspberry Soda,10,600.0,2.28,3.42
31472,Rias's Raspberry Soda,Raspberry Soda,24,200.0,1.79,2.68
31473,Rider's Raspberry Soda,Raspberry Soda,6,1750.0,3.38,5.07
31474,Rika's Raspberry Soda,Raspberry Soda,24,375.0,1.98,2.97
31475,Rikka's Raspberry Soda,Raspberry Soda,12,750.0,2.47,3.7
31627,Yuu's Raspberry Soda,Raspberry Soda,12,1000.0,2.05,3.08
31654,Riko's Raspberry Soda,Raspberry Soda,24,375.0,1.78,2.67
31656,Rin's Raspberry Soda,Raspberry Soda,12,750.0,1.98,2.97
31657,Rintarou's Raspberry Soda,Raspberry Soda,12,1000.0,2.11,3.16
31658,Robin's Raspberry Soda,Raspberry Soda,6,1750.0,2.5,3.75
31666,Roy's Raspberry Soda,Raspberry Soda,12,750.0,1.98,2.97
31718,Ruby's Raspberry Soda,Raspberry Soda,6,1750.0,2.63,3.94
31719,Rukia's Raspberry Soda,Raspberry Soda,12,1000.0,2.12,3.18
31866,Ruri's Raspberry Soda,Raspberry Soda,6,750.0,3.05,4.57
31990,Ryuk's Raspberry Soda,Raspberry Soda,6,750.0,3.78,5.67
31991,Ryuuji's Raspberry Soda,Raspberry Soda,12,375.0,2.78,4.17
32054,Ryuuko's Raspberry Soda,Raspberry Soda,12,750.0,4.2,6.3
32216,Saber's Raspberry Soda,Raspberry Soda,12,750.0,2.4,3.6
32231,Saeko's Raspberry Soda,Raspberry Soda,12,500.0,2.33,3.5
32232,Saitama's Raspberry Soda,Raspberry Soda,48,100.0,1.64,2.47
32233,Sakura's Raspberry Soda,Raspberry Soda,48,200.0,1.78,2.66
32234,Sanji's Raspberry Soda,Raspberry Soda,24,375.0,1.98,2.97
32235,Sasuke's Raspberry Soda,Raspberry Soda,12,750.0,2.41,3.62
32236,Satsuki's Raspberry Soda,Raspberry Soda,12,750.0,2.34,3.51
32237,Sawako's Raspberry Soda,Raspberry Soda,12,1000.0,2.56,3.84
32238,Sebastian's Raspberry Soda,Raspberry Soda,6,1750.0,3.19,4.79
32426,Seijuurou's Raspberry Soda,Raspberry Soda,6,750.0,3.85,5.78
32650,Shiro's Raspberry Soda,Raspberry Soda,6,750.0,4.61,6.92
33226,Seira's Raspberry Soda,Raspberry Soda,12,750.0,4.22,6.33
33236,Shizuo's Raspberry Soda,Raspberry Soda,12,750.0,2.33,3.49
33256,Shougo's Raspberry Soda,Raspberry Soda,12,750.0,2.41,3.62
33266,Shouko's Raspberry Soda,Raspberry Soda,12,750.0,2.33,3.49
33280,Sesshoumaru's Raspberry Soda,Raspberry Soda,12,500.0,1.97,2.96
33282,Shouto's Raspberry Soda,Raspberry Soda,12,750.0,2.41,3.62
33285,Shana's Raspberry Soda,Raspberry Soda,12,500.0,1.97,2.96
33286,Shouyou's Raspberry Soda,Raspberry Soda,12,750.0,2.34,3.51
33291,Simon's Raspberry Soda,Raspberry Soda,12,750.0,2.41,3.62
33295,Sora's Raspberry Soda,Raspberry Soda,12,750.0,2.41,3.62
33316,Takashi's Raspberry Soda,Raspberry Soda,12,750.0,2.13,3.2
33466,Sesshoumaru's Black Cherry,Cherry Soda,10,50.0,2.33,3.5
33467,Sesshoumaru's Family Secret Black Cherry,Cherry Soda,12,750.0,3.12,4.68
33469,Sesshoumaru's Red Pop,Cherry Soda,6,1750.0,4.32,6.48
33500,Juuzou's Berry Mix,Fruit Punch,6,750.0,3.92,5.88
33508,Juuzou's Tropical Fruit Punch,Fruit Punch,12,750.0,3.12,4.68
33511,Kagura's Fruit Punch,Fruit Punch,12,750.0,3.12,4.68
33518,Sesshoumaru's Wild Cherry,Cherry Soda,12,750.0,2.61,3.92
33528,Shana's Gourmet Black Cherry Soda,Cherry Soda,6,750.0,3.92,5.88
33537,Shana's Black Cherry,Cherry Soda,12,500.0,2.26,3.39
33538,Shana's Family Secret Black Cherry,Cherry Soda,12,500.0,2.26,3.39
33539,Shana's Red Pop,Cherry Soda,12,500.0,2.16,3.24
33540,Shana's Wild Cherry,Cherry Soda,12,750.0,2.47,3.88
33554,Kagura's Berry Mix,Fruit Punch,12,750.0,3.12,4.68
33556,Kagura's Tropical Fruit Punch,Fruit Punch,6,1750.0,4.32,6.48
33559,Shikamaru's Gourmet Black Cherry Soda,Cherry Soda,12,750.0,2.61,3.92
33565,Shikamaru's Black Cherry,Cherry Soda,10,600.0,2.71,4.06
33567,Shikamaru's Family Secret Black Cherry,Cherry Soda,12,750.0,2.66,3.99
33571,Shikamaru's Red Pop,Cherry Soda,12,500.0,2.16,3.24
33621,Shikamaru's Wild Cherry,Cherry Soda,24,375.0,2.0,3.0
33642,Shiki's Gourmet Black Cherry Soda,Cherry Soda,12,500.0,2.26,3.39
33647,Yukino's Gourmet Black Cherry Soda,Cherry Soda,12,500.0,2.26,3.39
33648,Shiki's Black Cherry,Cherry Soda,5,600.0,2.32,3.48
33653,Rika's Family Secret Black Cherry,Cherry Soda,6,1750.0,3.47,5.2
33656,Shiki's Family Secret Black Cherry,Cherry Soda,10,600.0,2.71,4.06
33658,Shiki's Red Pop,Cherry Soda,12,750.0,2.66,3.99
33660,Shiki's Wild Cherry,Cherry Soda,6,1750.0,3.33,5.0
33661,Shinji's Gourmet Black Cherry Soda,Cherry Soda,10,600.0,2.71,4.06
33663,Shinji's Black Cherry,Cherry Soda,12,750.0,2.66,3.99
33665,Yukino's Red Pop,Cherry Soda,6,1750.0,3.33,5.0
33670,Shinji's Family Secret Black Cherry,Cherry Soda,10,600.0,4.32,6.48
33672,Shinji's Red Pop,Cherry Soda,6,750.0,3.96,6.05
33680,Shinji's Wild Cherry,Cherry Soda,5,600.0,2.32,3.48
33682,Shino's Gourmet Black Cherry Soda,Cherry Soda,5,600.0,2.32,3.48
33689,Shino's Black Cherry,Cherry Soda,12,750.0,3.12,4.68
33700,Shino's Family Secret Black Cherry,Cherry Soda,4,600.0,2.29,3.44
33701,Shino's Red Pop,Cherry Soda,12,750.0,2.61,3.92
33703,Shino's Wild Cherry,Cherry Soda,4,600.0,2.29,3.44
33704,Shinobu's Gourmet Black Cherry Soda,Cherry Soda,12,750.0,2.61,3.92
33716,Takumi's Raspberry Soda,Raspberry Soda,12,750.0,2.06,3.09
33717,Tamaki's Raspberry Soda,Raspberry Soda,12,1000.0,2.23,3.34
33737,Kaiji's Fruit Punch,Fruit Punch,12,750.0,2.47,3.89
33749,Shinobu's Black Cherry,Cherry Soda,4,600.0,2.29,3.44
33750,Shinobu's Family Secret Black Cherry,Cherry Soda,12,750.0,2.61,3.92
33761,Shinobu's Red Pop,Cherry Soda,12,750.0,2.91,4.36
33763,Shinobu's Wild Cherry,Cherry Soda,12,750.0,2.91,4.36
33773,Shinya's Gourmet Black Cherry Soda,Cherry Soda,12,750.0,3.07,4.61
33782,Shinya's Black Cherry,Cherry Soda,4,600.0,2.3,3.45
33783,Shinya's Family Secret Black Cherry,Cherry Soda,12,750.0,2.61,3.92
33785,Shinya's Red Pop,Cherry Soda,4,600.0,2.3,3.45
33786,Shinya's Wild Cherry,Cherry Soda,12,750.0,2.47,3.89
33788,Shiro's Gourmet Black Cherry Soda,Cherry Soda,10,600.0,2.06,3.09
33789,Shiro's Black Cherry,Cherry Soda,12,750.0,3.12,4.68
33791,Shiro's Family Secret Black Cherry,Cherry Soda,12,750.0,2.93,4.54
33800,Shiro's Red Pop,Cherry Soda,5,600.0,2.32,3.48
33802,Shiro's Wild Cherry,Cherry Soda,12,750.0,2.42,3.63
33820,Shizuo's Gourmet Black Cherry Soda,Cherry Soda,10,600.0,2.71,4.06
33822,Shizuo's Black Cherry,Cherry Soda,12,750.0,2.66,3.99
33825,Shizuo's Family Secret Black Cherry,Cherry Soda,10,600.0,2.71,4.06
33827,Shizuo's Red Pop,Cherry Soda,12,750.0,2.66,3.99
33866,Shizuo's Wild Cherry,Cherry Soda,5,600.0,2.32,3.48
33868,Shougo's Gourmet Black Cherry Soda,Cherry Soda,12,750.0,2.28,3.63
33893,Shougo's Black Cherry,Cherry Soda,12,750.0,2.61,3.91
33894,Kaname's Wild Cherry,Cherry Soda,12,1000.0,2.56,3.84
33899,Shougo's Family Secret Black Cherry,Cherry Soda,12,750.0,2.61,3.91
33900,Kanan's Gourmet Black Cherry Soda,Cherry Soda,12,1000.0,2.56,3.84
33918,Shougo's Red Pop,Cherry Soda,12,500.0,2.2,3.3
33921,Shougo's Wild Cherry,Cherry Soda,12,750.0,2.61,3.92
33924,Shouko's Gourmet Black Cherry Soda,Cherry Soda,12,500.0,2.2,3.3
33927,Shouko's Black Cherry,Cherry Soda,12,750.0,2.61,3.92
33932,Rikka's Red Pop,Cherry Soda,12,1000.0,2.72,4.08
33937,Kanan's Black Cherry,Cherry Soda,12,1000.0,2.56,3.84
33938,Kanan's Family Secret Black Cherry,Cherry Soda,12,1000.0,2.56,3.84
33944,Shouko's Family Secret Black Cherry,Cherry Soda,10,600.0,2.06,3.09
33945,Shouko's Red Pop,Cherry Soda,12,750.0,3.12,4.68
33947,Shouko's Wild Cherry,Cherry Soda,12,750.0,3.07,4.6
33959,Shouto's Gourmet Black Cherry Soda,Cherry Soda,12,750.0,3.12,4.68
33962,Kaiji's Berry Mix,Fruit Punch,12,750.0,2.94,4.52
33966,Shouto's Black Cherry,Cherry Soda,12,750.0,3.05,4.57
33971,Rikka's Wild Cherry,Cherry Soda,6,750.0,4.18,6.27
33983,Shouto's Family Secret Black Cherry,Cherry Soda,12,750.0,3.12,4.68
33987,Shouto's Red Pop,Cherry Soda,12,750.0,3.05,4.57
33989,Shouto's Wild Cherry,Cherry Soda,10,600.0,2.06,3.09
33994,Shouyou's Gourmet Black Cherry Soda,Cherry Soda,12,750.0,3.03,4.54
33999,Shouyou's Black Cherry,Cherry Soda,6,750.0,3.92,5.88
34001,Riko's Gourmet Black Cherry Soda,Cherry Soda,10,600.0,2.62,3.93
34003,Riko's Black Cherry,Cherry Soda,24,200.0,2.06,3.09
34004,Riko's Family Secret Black Cherry,Cherry Soda,24,375.0,2.42,3.63
34006,Riko's Red Pop,Cherry Soda,12,750.0,3.03,4.54
34007,Riko's Wild Cherry,Cherry Soda,12,1000.0,3.61,5.41
34008,Rin's Gourmet Black Cherry Soda,Cherry Soda,6,1750.0,4.32,6.48
34014,Shouyou's Family Secret Black Cherry,Cherry Soda,12,750.0,3.05,4.57
34015,Shouyou's Red Pop,Cherry Soda,12,1000.0,3.61,5.42
34017,Shouyou's Wild Cherry,Cherry Soda,12,750.0,3.03,4.54
34026,Simon's Gourmet Black Cherry Soda,Cherry Soda,12,750.0,3.12,4.68
34029,Simon's Black Cherry,Cherry Soda,12,1000.0,3.61,5.41
34030,Simon's Family Secret Black Cherry,Cherry Soda,12,750.0,3.12,4.68
34032,Simon's Red Pop,Cherry Soda,6,1750.0,4.32,6.48
34034,Simon's Wild Cherry,Cherry Soda,24,375.0,2.3,3.45
34036,Sora's Gourmet Black Cherry Soda,Cherry Soda,12,750.0,2.77,4.16
34041,Rin's Black Cherry,Cherry Soda,12,750.0,3.42,5.22
34051,Sora's Black Cherry,Cherry Soda,12,1000.0,3.6,5.4
34052,Sora's Family Secret Black Cherry,Cherry Soda,12,750.0,3.05,4.57
34061,Sora's Red Pop,Cherry Soda,12,750.0,3.12,4.68
34065,Rin's Family Secret Black Cherry,Cherry Soda,6,750.0,4.32,6.48
34076,Sora's Wild Cherry,Cherry Soda,12,750.0,2.77,4.16
34078,Sougo's Gourmet Black Cherry Soda,Cherry Soda,12,1000.0,3.61,5.41
34089,Rika's Red Pop,Cherry Soda,6,750.0,2.63,3.94
34092,Sougo's Black Cherry,Cherry Soda,6,750.0,3.92,5.88
34096,Sougo's Family Secret Black Cherry,Cherry Soda,12,750.0,3.03,4.54
34114,Sougo's Red Pop,Cherry Soda,24,375.0,2.42,3.63
34116,Sougo's Wild Cherry,Cherry Soda,12,750.0,3.12,4.68
34117,Souma's Gourmet Black Cherry Soda,Cherry Soda,12,1000.0,3.26,4.89
34118,Souma's Black Cherry,Cherry Soda,6,1750.0,4.32,6.48
34122,Rin's Red Pop,Cherry Soda,6,750.0,5.16,7.74
34136,Rin's Wild Cherry,Cherry Soda,12,750.0,3.03,4.54
34138,Souma's Family Secret Black Cherry,Cherry Soda,6,750.0,3.26,4.89
34155,Rintarou's Gourmet Black Cherry Soda,Cherry Soda,6,750.0,3.92,5.88
34158,Rintarou's Black Cherry,Cherry Soda,6,1750.0,6.36,9.54
34160,Rintarou's Family Secret Black Cherry,Cherry Soda,3,1750.0,6.36,9.54
34162,Rintarou's Red Pop,Cherry Soda,6,1000.0,4.41,6.62
34164,Rintarou's Wild Cherry,Cherry Soda,24,200.0,2.2,3.3
34166,Kaiji's Tropical Fruit Punch,Fruit Punch,6,750.0,3.92,5.88
34183,Kakashi's Fruit Punch,Fruit Punch,6,1750.0,3.05,4.58
34188,Robin's Gourmet Black Cherry Soda,Cherry Soda,6,750.0,3.35,5.03
34189,Souma's Red Pop,Cherry Soda,6,750.0,3.5,5.25
34190,Souma's Wild Cherry,Cherry Soda,12,750.0,2.94,4.51
34192,Sousuke's Gourmet Black Cherry Soda,Cherry Soda,10,600.0,2.06,3.09
34197,Robin's Black Cherry,Cherry Soda,12,375.0,2.77,4.16
34198,Robin's Family Secret Black Cherry,Cherry Soda,6,750.0,4.03,6.05
34199,Robin's Red Pop,Cherry Soda,6,1000.0,4.57,6.86
34237,Robin's Wild Cherry,Cherry Soda,3,1750.0,5.73,8.6
34244,Roy's Gourmet Black Cherry Soda,Cherry Soda,6,750.0,3.73,5.6
34255,Sousuke's Black Cherry,Cherry Soda,6,750.0,3.5,5.25
34267,Sousuke's Family Secret Black Cherry,Cherry Soda,6,750.0,3.96,6.05
34269,Sousuke's Red Pop,Cherry Soda,10,600.0,4.32,6.48
34300,Roy's Black Cherry,Cherry Soda,12,375.0,2.57,3.86
34318,Sousuke's Wild Cherry,Cherry Soda,12,750.0,2.71,4.07
34326,Roy's Family Secret Black Cherry,Cherry Soda,12,750.0,2.71,4.07
34329,Spike's Gourmet Black Cherry Soda,Cherry Soda,12,375.0,2.54,3.81
34349,Roy's Red Pop,Cherry Soda,12,1000.0,3.45,5.18
34359,Roy's Wild Cherry,Cherry Soda,12,200.0,2.18,3.27
34366,Ruby's Gourmet Black Cherry Soda,Cherry Soda,12,750.0,2.2,3.3
34368,Ruby's Black Cherry,Cherry Soda,6,1750.0,2.91,4.37
34381,Ruby's Family Secret Black Cherry,Cherry Soda,6,750.0,5.02,7.53
34385,Yukino's Wild Cherry,Cherry Soda,6,1750.0,2.7,4.05
34395,Spike's Black Cherry,Cherry Soda,6,750.0,3.35,5.03
34398,Spike's Family Secret Black Cherry,Cherry Soda,12,750.0,2.17,3.43
34400,Spike's Red Pop,Cherry Soda,12,750.0,2.31,3.46
34421,Ruby's Red Pop,Cherry Soda,10,600.0,4.32,6.48
34422,Ruby's Wild Cherry,Cherry Soda,6,1000.0,4.67,7.0
34423,Rukia's Gourmet Black Cherry Soda,Cherry Soda,12,375.0,2.7,4.05
34425,Rukia's Black Cherry,Cherry Soda,6,1750.0,6.49,9.74
34433,Rukia's Family Secret Black Cherry,Cherry Soda,12,750.0,4.11,6.17
34436,Spike's Wild Cherry,Cherry Soda,6,750.0,4.11,6.17
34449,Stampede's Gourmet Black Cherry Soda,Cherry Soda,12,750.0,3.33,4.99
34454,Rukia's Red Pop,Cherry Soda,12,375.0,2.56,3.84
34456,Rukia's Wild Cherry,Cherry Soda,12,750.0,3.47,5.2
34457,Ruri's Gourmet Black Cherry Soda,Cherry Soda,12,1000.0,3.82,5.73
34458,Ruri's Black Cherry,Cherry Soda,6,1750.0,4.88,7.32
34467,Hanamaru's Gourmet Black Cherry Soda,Cherry Soda,6,750.0,3.03,4.54
34486,Stampede's Black Cherry,Cherry Soda,12,750.0,3.08,4.76
34543,Ruri's Family Secret Black Cherry,Cherry Soda,12,500.0,2.2,3.3
34546,Ruri's Red Pop,Cherry Soda,12,750.0,2.61,3.92
34548,Ruri's Wild Cherry,Cherry Soda,6,1750.0,3.59,5.39
34561,Stampede's Family Secret Black Cherry,Cherry Soda,12,750.0,2.61,3.92
34566,Ryuk's Gourmet Black Cherry Soda,Cherry Soda,6,1750.0,2.91,4.36
34573,Stampede's Red Pop,Cherry Soda,12,750.0,2.61,3.92
34578,Ryuk's Black Cherry,Cherry Soda,6,1750.0,3.27,4.91
34579,Ryuk's Family Secret Black Cherry,Cherry Soda,12,750.0,2.39,3.78
34597,Ryuk's Red Pop,Cherry Soda,12,1000.0,2.65,3.97
34605,Stampede's Wild Cherry,Cherry Soda,6,750.0,4.11,6.17
34629,Subaru's Gourmet Black Cherry Soda,Cherry Soda,12,750.0,2.47,3.88
34630,Subaru's Black Cherry,Cherry Soda,12,750.0,2.61,3.92
34642,Subaru's Family Secret Black Cherry,Cherry Soda,12,750.0,2.61,3.92
34678,Ryuk's Wild Cherry,Cherry Soda,12,750.0,3.81,5.72
34679,Subaru's Red Pop,Cherry Soda,12,750.0,3.22,4.83
34680,Subaru's Wild Cherry,Cherry Soda,6,750.0,2.62,3.93
34684,Taiga's Gourmet Black Cherry Soda,Cherry Soda,10,600.0,4.32,6.48
34690,Ryuuji's Gourmet Black Cherry Soda,Cherry Soda,12,750.0,2.42,3.63
34698,Ryuuji's Black Cherry,Cherry Soda,24,375.0,2.07,3.1
34702,Taiga's Black Cherry,Cherry Soda,12,750.0,2.61,3.92
34709,Ryuuji's Family Secret Black Cherry,Cherry Soda,6,750.0,3.23,4.85
34715,Taiga's Family Secret Black Cherry,Cherry Soda,12,750.0,2.91,4.37
34729,Ryuuji's Red Pop,Cherry Soda,6,750.0,5.73,8.6
34736,Taiga's Red Pop,Cherry Soda,12,750.0,3.19,4.79
34737,Taiga's Wild Cherry,Cherry Soda,12,1000.0,3.78,5.67
34746,Ryuuji's Wild Cherry,Cherry Soda,12,750.0,3.22,4.83
34747,Ryuuko's Gourmet Black Cherry Soda,Cherry Soda,12,1000.0,3.75,5.63
34748,Ryuuko's Black Cherry,Cherry Soda,6,1750.0,4.51,6.77
34753,Ryuuko's Family Secret Black Cherry,Cherry Soda,6,750.0,3.26,4.89
34759,Ryuuko's Red Pop,Cherry Soda,6,1750.0,4.11,6.17
34785,Takashi's Gourmet Black Cherry Soda,Cherry Soda,12,750.0,2.61,3.92
34786,Takashi's Black Cherry,Cherry Soda,12,750.0,3.22,4.83
34787,Takashi's Family Secret Black Cherry,Cherry Soda,12,1000.0,3.75,5.63
34812,Takashi's Red Pop,Cherry Soda,12,750.0,2.66,3.99
34815,Takashi's Wild Cherry,Cherry Soda,12,750.0,2.62,3.93
34817,Ryuuko's Wild Cherry,Cherry Soda,12,375.0,2.14,3.21
34819,Yuno's Black Cherry,Cherry Soda,12,1000.0,2.63,3.94
34820,Saber's Gourmet Black Cherry Soda,Cherry Soda,12,750.0,2.62,3.93
34821,Saber's Black Cherry,Cherry Soda,6,1750.0,3.58,5.37
34822,Saber's Family Secret Black Cherry,Cherry Soda,24,200.0,1.86,2.79
34823,Takumi's Gourmet Black Cherry Soda,Cherry Soda,12,750.0,2.66,3.99
34839,Takumi's Black Cherry,Cherry Soda,12,750.0,2.62,3.93
34849,Takumi's Family Secret Black Cherry,Cherry Soda,6,750.0,3.36,5.04
34856,Saber's Red Pop,Cherry Soda,12,750.0,2.49,3.74
34870,Takumi's Red Pop,Cherry Soda,12,750.0,3.3,4.95
34871,Takumi's Wild Cherry,Cherry Soda,12,1000.0,3.87,5.8
34873,Tamaki's Gourmet Black Cherry Soda,Cherry Soda,24,375.0,2.2,3.3
34876,Tamaki's Black Cherry,Cherry Soda,12,750.0,3.3,4.95
34880,Tamaki's Family Secret Black Cherry,Cherry Soda,12,750.0,3.22,4.83
34881,Tamaki's Red Pop,Cherry Soda,12,1000.0,3.78,5.67
34886,Tamaki's Wild Cherry,Cherry Soda,12,750.0,2.93,4.54
34919,Saber's Wild Cherry,Cherry Soda,6,1750.0,3.75,5.62
34935,Saeko's Gourmet Black Cherry Soda,Cherry Soda,12,750.0,3.07,4.6
34958,Tanya's Gourmet Black Cherry Soda,Cherry Soda,12,750.0,3.07,4.61
34959,Tanya's Black Cherry,Cherry Soda,12,750.0,3.07,4.6
34962,Tanya's Family Secret Black Cherry,Cherry Soda,12,750.0,3.07,4.6
34968,Tanya's Red Pop,Cherry Soda,12,750.0,2.9,4.35
34972,Tanya's Wild Cherry,Cherry Soda,12,750.0,2.9,4.35
34995,Tatsuhiro's Gourmet Black Cherry Soda,Cherry Soda,12,750.0,2.9,4.35
34997,Tatsuhiro's Black Cherry,Cherry Soda,6,1000.0,1.97,2.96
35022,Tatsuhiro's Family Secret Black Cherry,Cherry Soda,6,750.0,3.36,5.04
35039,Tatsuhiro's Red Pop,Cherry Soda,12,750.0,2.93,4.54
35109,Saeko's Black Cherry,Cherry Soda,12,750.0,2.82,4.45
35136,Tatsuhiro's Wild Cherry,Cherry Soda,12,750.0,2.71,4.07
35147,Tatsuya's Gourmet Black Cherry Soda,Cherry Soda,12,750.0,2.9,4.35
35179,Tatsuya's Black Cherry,Cherry Soda,12,750.0,2.61,3.92
35183,Tatsuya's Family Secret Black Cherry,Cherry Soda,12,750.0,2.61,3.91
35213,Saeko's Family Secret Black Cherry,Cherry Soda,6,1750.0,3.05,4.58
35221,Tatsuya's Red Pop,Cherry Soda,12,750.0,2.61,3.92
35222,Tatsuya's Wild Cherry,Cherry Soda,12,750.0,2.54,3.81
35279,Saeko's Red Pop,Cherry Soda,6,750.0,2.96,4.87
35311,Saeko's Wild Cherry,Cherry Soda,6,1000.0,4.86,7.29
35313,Hanamaru's Black Cherry,Cherry Soda,48,200.0,1.66,2.5
35314,Hanamaru's Family Secret Black Cherry,Cherry Soda,24,375.0,1.74,2.6
35315,Hanamaru's Red Pop,Cherry Soda,12,750.0,1.97,2.96
35316,Hanamaru's Wild Cherry,Cherry Soda,12,750.0,1.97,2.95
35317,Hanayo's Gourmet Black Cherry Soda,Cherry Soda,12,1000.0,2.06,3.09
35318,Hanayo's Black Cherry,Cherry Soda,6,1750.0,2.48,3.72
35354,Tetsuya's Gourmet Black Cherry Soda,Cherry Soda,12,750.0,3.03,4.54
35410,Hanayo's Family Secret Black Cherry,Cherry Soda,12,750.0,2.18,3.27
35416,Hanayo's Red Pop,Cherry Soda,12,750.0,2.14,3.21
35418,Hanayo's Wild Cherry,Cherry Soda,6,1750.0,2.84,4.26
35427,Saitama's Gourmet Black Cherry Soda,Cherry Soda,12,750.0,3.26,4.89
35435,Saitama's Black Cherry,Cherry Soda,12,750.0,2.62,3.93
35453,Tetsuya's Black Cherry,Cherry Soda,12,750.0,2.66,3.99
35456,Tetsuya's Family Secret Black Cherry,Cherry Soda,12,750.0,2.3,3.45
35466,Tetsuya's Red Pop,Cherry Soda,6,750.0,3.37,5.06
35469,Tetsuya's Wild Cherry,Cherry Soda,12,750.0,3.07,4.6
35505,Tobio's Gourmet Black Cherry Soda,Cherry Soda,12,750.0,2.47,3.89
35527,Kanan's Red Pop,Cherry Soda,6,750.0,3.61,5.42
35538,Tobio's Black Cherry,Cherry Soda,12,750.0,2.47,3.88
35543,Tobio's Family Secret Black Cherry,Cherry Soda,12,750.0,3.26,4.89
35549,Tobio's Red Pop,Cherry Soda,12,750.0,3.07,4.6
35553,Saitama's Family Secret Black Cherry,Cherry Soda,3,1750.0,8.83,13.25
35586,Haruhi's Gourmet Black Cherry Soda,Cherry Soda,6,750.0,3.23,4.84
35626,Tobio's Wild Cherry,Cherry Soda,12,750.0,2.47,3.88
35628,Tomoe's Gourmet Black Cherry Soda,Cherry Soda,6,1750.0,3.11,4.66
